index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Doombringer	100	1		1		75	69	7b7	Champion Sword			5	5000	dred	dred	flpuni	invbswu				hp%		20	20	dmg%		180	250	att%		40	40	indestruct		1	1	dmg-norm		30	100	hit-skill	72	8	3	lifesteal		5	7																					0
The Grandfather	100	1		1		85	81	7gd	Colossus Blade			5	5000	lyel	lyel	flpuni	invgsdu				str		20	20	dex		20	20	vit		20	20	enr		20	20	att%		50	50	hp		80	80	dmg/lvl	20			indestruct		1	1	dmg%		150	250													0
Wizardspike	100	1		1		69	61	7dg	Bone Knife			5	5000	lgry	lgry	flpuni					mana/lvl	16			regen-mana		15	15	mana%		15	15	res-all		75	75	indestruct		1	1	cast3		50	50																									0
Constricting Ring	100	0		1		95	95	rin	Ring			5	5000	cblu	cblu	flpuni					res-all		100	100	regen		-30	-30	mag%		100	100	res-all-max		15	15										0																							0
Stormspire	100	1		1		78	70	7wc	Giant Thresher			5	5000	dblu	dblu	flpuni					res-ltng		50	50	gethit-skill	53	5	5	dmg%		150	250	str		10	10	gethit-skill	38	2	0	swing2		30	30	indestruct		1	1	dmg-ltng		1	237	light-thorns		27	27	*enr		-10	-10									0
Eaglehorn	100	1		1		77	69	6l7	Crusader Bow			5	5000	dgld	dgld	flpuni					ignore-ac		1	1	att/lvl	12			dmg%/lvl	16			dmg%		200	200	ama		1	1	dex		25	25																									0
Windforce	100	1		1		80	73	6lw	Hydra Bow			5	5000	dyel	dyel	flpuni					dex		5	5	dmg/lvl	25			regen-stam		30	30	manasteal		6	8	knock		1	1	dmg%		250	250	swing2		20	20	str		10	10																	0
Rings																flpuni																																																					0
Bul Katho's Wedding Band	100	1		1		66	58	rin	Ring			5	5000	dpur	dpur	flpuni					hp/lvl	4			allskills		1	1	lifesteal		3	5	stam		50	50																																	0
The Cat's Eye	100	1		5		58	50	amu	Amulet			5	5000	oran	oran	flpuni					move2		30	30	swing2		20	20	ac		100	100	ac-miss		100	100	dex		25	25																													0
The Rising Sun	100	1		5		73	65	amu	Amulet			5	5000	lgld	lgld	flpuni					abs-fire/lvl	6			light		4	4	gethit-skill	56	2	0	dmg-fire		24	48	fireskill		2	2	regen		10	10																									0
Crescent Moon	100	1		5		58	50	amu	Amulet			5	5000	lblu	lblu	flpuni					manasteal		11	15	red-mag		10	10	dmg-to-mana		10	10	light		-2	-2	mana		45	45	lifesteal		3	6																									0
Mara's Kaleidoscope	100	1		5		80	67	amu	Amulet			5	5000	oran	oran	flpuni					allskills		2	2	res-all		20	30	str		5	5	dex		5	5	vit		5	5	enr		5	5																									0
Atma's Scarab	100	1		5		60	60	amu	Amulet			5	5000	cgrn	cgrn	flpuni					dmg-pois	100	102	102	res-pois		75	75	light		3	3	thorns		5	5	hit-skill	66	5	2	att%		20	20																									0
Dwarf Star	100	1		10		53	45	rin	Ring			5	5000	dgry	dgry	flpuni					gold%		100	100	stam		40	40	regen-stam		15	15	hp		40	40	red-mag		12	15	abs-fire%		15	15																									0
Raven Frost	100	1		10		53	45	rin	Ring			5	5000	cblu	cblu	flpuni					nofreeze		1	1	dmg-cold	100	15	45	abs-cold%		20	20	mana		40	40	dex		15	20	att		150	250																									0
Highlord's Wrath	100	1		5		73	65	amu	Amulet			5	5000	bwht	bwht	flpuni					res-ltng		35	35	dmg-ltng		1	30	swing2		20	20	allskills		1	1	deadly/lvl	3			light-thorns		15	15																									0
Saracen's Chance	100	1		5		55	47	amu	Amulet			5	5000	dpur	dpur	flpuni					res-all		15	25	gethit-skill	76	10	2	str		12	12	dex		12	12	enr		12	12	vit		12	12																									0
Class Specific																flpuni																																																					0
Arreat's Face	100	1		1		50	42	baa	Slayer Guard			5	5000			flpuni					bar		2	2	skilltab	12	2	2	ac%		150	200	balance2		30	30	att%		20	20	str		20	20	dex		20	20	lifesteal		3	6	res-all		30	30													0
Homunculus	100	1		1		50	42	nea	Heirophant Trophy			5	5000			flpuni					nec		2	2	skilltab	6	2	2	ac%		150	200	block2		30	30	block		40	40	enr		20	20	regen-mana		33	33	mana-kill		5	5	res-all		40	40													0
Titan's Revenge	100	1		1		50	42	ama	Ceremonial Javelin			5	5000			flpuni					ama		2	2	skilltab	2	2	2	dmg%		150	200	move2		30	30	rep-quant	30			str		20	20	dex		20	20	lifesteal		5	9	dmg-norm		25	50	stack		60	60									0
Lycander's Aim	100	1		1		50	42	am7	Ceremonial Bow			5	5000			flpuni					ama		2	2	skilltab	0	2	2	dmg%		150	200	swing2		20	20	ac%		20	20	dex		20	20	enr		20	20	manasteal		5	8	dmg-norm		25	50													0
Lycander's Flank	100	1		1		50	42	am9	Ceremonial Pike			5	5000			flpuni					ama		2	2	skilltab	2	2	2	dmg%		150	200	swing2		30	30	ac%		20	20	str		20	20	vit		20	20	lifesteal		5	9	dmg-norm		25	50													0
The Oculus	100	1		1		50	42	oba	Swirling Crystal			5	5000			flpuni					sor		3	3	gethit-skill	54	25	1	res-all		20	20	cast2		30	30	ac%		20	20	vit		20	20	enr		20	20	mana-kill		5	5	mag%		50	50													0
Herald of Zakarum	100	1		1		50	42	pa9	Aerin Shield			5	5000			flpuni					pal		2	2	skilltab	9	2	2	ac%		150	200	block2		30	30	block		30	30	str		20	20	vit		20	20	att%		20	20	res-all		50	50													0
Cutthroat1	100	1		1		50	42	9tw	Runic Talons			5	5000			flpuni					ass		2	2	skilltab	20	1	1	dmg%		150	200	balance2		30	30	att%		20	20	str		20	20	dex		20	20	lifesteal		5	9	dmg-norm		25	50													0
Jalal's Mane	100	1		1		50	42	dra	Dream Spirit			5	5000			flpuni					dru		2	2	skilltab	16	2	2	ac%		150	200	balance2		30	30	att%		20	20	str		20	20	enr		20	20	mana-kill		5	5	res-all		30	30													0
The Scalper	100	1		1		65	57	9ta	Francisca			5	5000			flpuni					rep-quant	30			dmg%		150	200	att%		25	25	swing2		20	20	openwounds		33	33	lifesteal		4	6	mana-kill		4	4																					0
Bloodmoon	100	1		1		69	61	7sb	elegant blade			5	5000	cred	cred	flpuni	invsbru				dmg%		210	260	lifesteal		10	15	charged	BloodGolem	9	15	heal-kill		7	13	openwounds		50	50																													0
Djinnslayer	100	1	1	1		73	65	7sm	ataghan			5	5000	dpur	dpur	flpuni	invscmu				dmg%		190	240	dmg-fire		250	500	dmg-demon		100	150	att-demon		200	300	abs-ltng		3	7	manasteal		3	6	sock		1	2																					0
Deathbit	100	1		1		52	44	9tk	battle dart			5	5000			flpuni					deadly		40	40	dmg%		130	180	att		200	450	lifesteal		7	9	manasteal		4	6	rep-quant	25																											0
Warshrike	100	1	1	1		83	75	7bk	winged knife			5	5000	bwht	bwht	flpuni	invtk3				dmg%		200	250	pierce		50	50	swing2		30	30	deadly		50	50	rep-quant	30			hit-skill	Nova	25	9																									0
Gutsiphon	100	1		1		79	71	6rx	demon crossbow			5	5000	lgrn	lgrn	flpuni	invrxbu				dmg%		160	220	pierce		33	33	lifesteal		12	18	slow		25	25	openwounds		33	33																													0
Razoredge	100	1		1		75	67	7ha	tomahawk			5	5000	lblu		flpuni	invhaxu				dmg%		175	225	swing2		40	40	reduce-ac		33	33	deadly		50	50	openwounds		50	50																													0
Gore Ripper	100			1								5	5000	dred	dred	flpuni																																																					0
Demonlimb	100	1		1		71	63	7sp	tyrant club			5	5000	dgrn	dgrn	flpuni	invspcu				dmg%		180	230	dmg-fire		222	333	lifesteal		7	13	charged	Enchant	20	23	rep-dur	5			dmg-demon		123	123	res-fire		15	20																					0
Steelshade	100	1		1		70	62	ulm	armet			5	5000	blac	blac	flpuni	invhlmu				ac%		100	130	abs-fire		5	11	manasteal		4	8	regen		10	18																																	0
Tomb Reaver	100	1	1	1		86	84	7pa	cryptic axe	1		5	5000	lyel	lyel	flpuni					swing2		60	60	light		4	4	dmg%		200	280	dmg-undead		150	230	mag%		50	80	res-all		30	50	att-undead		250	350	reanimate	1	10	10	heal-kill		10	14	sock		1	3									0
Deaths's Web	100	1		1		74	66	7gw	unearthed wand			5	5000	bwht	bwht	flpuni					allskills		2	2	pierce-pois		40	50	heal-kill		7	12	mana-kill		7	12	skilltab	7	1	2																													0
Nature's Peace	100	1	1	3		77	69	rin	ring			5	5000	dgrn	dgrn	flpuni					noheal		1	1	rip		1	1	red-dmg		7	11	res-pois		20	30	charged	Oak Sage	27	5																													0
Azurewrath	100	1	1	1		87	85	7cr	phase blade	1		5	5000	lgry		flpuni	invcrs				dmg-mag		250	500	dmg%		230	270	aura	Sanctuary	10	13	dmg-cold	250	250	500	swing2		30	30	all-stats		5	10	light		3	3	allskills		1	1																	0
Seraph's Hymn	100	1	1	3		73	65	amu	amulet			5	5000	bwht	bwht	flpuni	invamu2				allskills		2	2	skilltab	11	1	2	dmg-demon		25	50	dmg-undead		25	50	att-demon		150	250	att-undead		150	250	light		2	2																					0
Zakarum's Salvation	100			1								5	5000			flpuni																																																					0
Fleshripper	100	1		1		76	68	7kr	fanged knife			5	5000	dred	dred	flpuni	invkrsu				dmg%		200	300	reduce-ac		50	50	noheal		1	1	crush		25	25	openwounds		50	50	deadly		33	33	slow		20	20																					0
Odium	100			1								5	5000	blac		flpuni																																																					0
Horizon's Tornado	100	1		5		72	64	7fl	scourge			5	5000	dpur	dpur	flpuni					dmg%		230	280	swing2		50	50	slow		20	20	hit-skill	Tornado	20	15	ease		-20	-20																													0
Stone Crusher	100	1		4		76	68	7wh	legendary mallet			5	5000	whit		flpuni					dmg%		280	320	str		20	30	crush		40	40	reduce-ac		25	25	dmg-ac		-100	-100	dmg		10	30																									0
Jadetalon	100	1		1		74	66	7wb	wrist sword			5	5000	cgrn	cgrn	flpuni					dmg%		190	240	manasteal		10	15	res-all		40	50	balance2		30	30	skilltab	19	1	2	skilltab	20	1	2																									0
Shadowdancer	100	1	1	1		79	71	uhb	myrmidon greaves			5	5000	blac	blac	flpuni					ac%		70	100	move2		30	30	balance2		30	30	dex		15	25	skilltab	19	1	2	ease		-20	-20																									0
Cerebus	100	1	1	1		71	63	drb	blood spirit			5	5000	bwht	bwht	flpuni					ac%		130	140	skilltab	16	2	4	lifesteal		7	10	att%		60	120	openwounds		33	33	skill	feral rage	1	2																									0
Tyrael's Might	100	1	1	1		87	84	uar	sacred armor	1		5	5000	dblu	dblu	flpuni	invaaru				ease		-100	-100	indestruct		1	1	ac%		120	150	rip		1	1	dmg-demon		50	100	nofreeze		1	1	move2		20	20	res-all		20	30	str		20	30													0
Souldrain	100	1		1		82	74	umg	vambraces			5	5000	dred	dred	flpuni					ac%		90	120	manasteal		4	7	lifesteal		4	7	hit-skill	Weaken	8	3	dmg-ac		-50	-50																													0
Runemaster	100	1	1	1		80	72	72a	ettin axe			5	5000	lblu	lblu	flpuni					dmg%		220	270	sock		3	5	res-cold-max		5	5	nofreeze		1	1																																	0
Deathcleaver	100	1	1	1		78	70	7wa	berserker axe			5	5000	dred		flpuni					dmg%		230	280	deadly		66	66	reduce-ac		33	33	swing2		40	40	heal-kill		6	9																													0
Executioner's Justice	100	1	1	1		83	75	7gi	glorious axe			5	5000	blac	blac	flpuni					dmg%		240	290	crush		25	25	reduce-ac		33	33	kill-skill	Decrepify	50	6	swing2		30	30																													0
Stoneraven	100	1	1	1		72	64	amd	matriarchal spear			5	5000	dgry		flpuni					dmg%		230	280	dmg-mag		101	187	res-all		30	50	ac		400	600	skilltab	2	1	3																													0
Leviathan	100	1	1	1		73	65	uld	kraken shell			5	5000	cgrn	cgrn	flpuni					ac%		170	200	ac		100	150	red-dmg%		15	25	str		40	50	indestruct		1	1																													0
Larzuk's Champion	100			1								5	5000	lgry		flpuni	invhfh																																																				0
Wisp	100	1		1		84	76	rin	ring			5	5000	bwht	bwht	flpuni					abs-ltng%		10	20	hit-skill	Lightning	10	16	mag%		10	20	charged	Oak Sage	15	2	charged	Heart of Wolverine	13	5	charged	Spirit of Barbs	11	7																									0
Gargoyle's Bite	100	1		1		78	70	7ts	winged harpoon			5	5000	cgrn	cgrn	flpuni					dmg%		180	230	rep-quant	30			dmg-pois	250	300	300	lifesteal		9	15	charged	Plague Javelin	60	11																													0
Lacerator	100	1		1		76	68	7b8	winged axe			5	5000	blac	blac	flpuni					dmg%		150	210	rep-quant	25			swing2		30	30	noheal		1	1	openwounds		33	33	howl		64	64	hit-skill	Amplify Damage	33	3																					0
Mang Song's Lesson	100	1	1	1		86	82	6ws	archon staff			5	5000	dgld	dgld	flpuni	inv8wsu				allskills		5	5	pierce-fire		7	15	pierce-ltng		7	15	pierce-cold		7	15	regen-mana		10	10	cast2		30	30																									0
Viperfork	100	1		1		79	71	7br	war fork			5	5000	dgrn	dgrn	flpuni					dmg%		190	240	dmg-pois	250	333	333	swing2		50	50	att		200	250	hit-skill	Poison Explosion	15	9	res-pois		30	50																									0
Ethereal Edge	100	1		1		82	74	7ba	silver-edged axe			5	5000	whit	whit	flpuni					dmg%		150	180	swing2		25	25	abs-fire		10	12	dmg-demon		150	200	demon-heal		5	10	att		270	350	ethereal		1	1	indestruct		1	1																	0
Demonhorn's Edge	100	1	1	1		69	61	bad	destroyer helm			5	5000	dgry	dgry	flpuni					ac%		120	160	swing2		10	10	lifesteal		3	6	thorns		55	77	skilltab	12	1	3	skilltab	13	1	3	skilltab	14	1	3																					0
The Reaper's Toll	100	1	1	1		83	75	7s8	thresher			5	5000			flpuni	invscy				dmg%		190	240	hit-skill	Decrepify	33	1	ignore-ac		1	1	lifesteal		11	15	ease		-25	-25	deadly		33	33	dmg-cold		4	44																					0
Spiritkeeper	100	1		1		75	67	drd	earth spirit			5	5000			flpuni					ac%		170	190	balance2		20	20	abs-ltng		9	14	res-fire		30	40	abs-cold%		15	25	res-pois-max		10	10	dru		1	2																					0
Hellrack	100	1		1		84	76	6hx	colossus crossbow			5	5000	cred		flpuni	invhxbu				dmg%		180	230	dmg-elem	33	63	324	swing2		20	20	att%		100	150	sock		2	2	charged	Immolation Arrow	150	18																									0
Alma Negra	100	1		1		85	77	pac	sacred rondache			5	5000	blac	blac	flpuni					ac%		180	210	block2		30	30	pal		1	2	block		20	20	red-mag		5	9	att%		40	75	dmg%		40	75																					0
Darkforge Spawn	100	1	1	1		72	64	nef	bloodlord skull			5	5000	cred	cred	flpuni					ac%		140	180	cast2		30	30	mana%		10	10	skilltab	6	1	3	skilltab	7	1	3	skilltab	8	1	3																									0
Widowmaker	100	1	1	1		73	65	6sw	ward bow			5	5000	dred	dred	flpuni	invswbu				dmg%		150	200	deadly		33	33	ignore-ac		1	1	magicarrow		11	11	oskill	Guided Arrow	3	5																													0
Bloodraven's Charge	100	1		1		79	71	amb	matriarchal bow			5	5000	dgld	dgld	flpuni	invswbu				dmg%		180	230	att%		200	300	explosivearrow		13	13	skilltab	0	2	4	charged	Revive	30	5																													0
Ghostflame	100	1		1		70	62	7bl	legend spike			5	5000	cblu	cblu	flpuni					dmg%		190	240	ignore-ac		1	1	dmg-mag		108	108	manasteal		10	15	ethereal		1	1	indestruct		1	1	light		2	2																					0
Shadowkiller	100	1	1	1		85	78	7cs	battle cestus			5	5000			flpuni	invaxfu				dmg%		170	220	reduce-ac		25	25	freeze		2	2	mana-kill		10	15	hit-skill	Frost Nova	33	8	ethereal		1	1	indestruct		1	1																					0
Gimmershred	100	1		1		78	70	7ta	flying axe			5	5000	lgrn		flpuni					dmg%		160	210	dmg-fire		218	483	dmg-cold	100	176	397	dmg-ltng		29	501	stack		60	60	swing2		30	30																									0
Griffon's Eye	100	1	1	1		84	76	ci3	diadem			5	5000			flpuni					ac		100	200	cast2		25	25	allskills		1	1	extra-ltng		10	15	pierce-ltng		15	20																													0
Windhammer	100	1		1		76	68	7m7	ogre maul			5	5000	cblu	cblu	flpuni	invmau				dmg%		180	230	crush		50	50	swing2		60	60	hit-skill	Twister	33	22																																	0
Thunderstroke	100	1	1	1		77	69	amf	matriarchal javelin			5	5000	dblu	dblu	flpuni					dmg%		150	200	dmg-ltng		1	511	hit-skill	Lightning	20	14	swing2		15	15	pierce-ltng		15	15	skill	Lightning Bolt	3	3	skilltab	2	2	4																					0
Giantmaimer	100			1								5	5000	cred	cred	flpuni																																																					0
Demon's Arch	100	1		1		76	68	7s7	balrog spear			5	5000	cred	cred	flpuni					dmg%		160	210	dmg-fire		232	323	lifesteal		6	12	rep-quant	30			swing2		30	30	dmg-ltng		23	333																									0
Boneflame	100	1		1		80	72	nee	succubae skull			3	5000	dred	dred	flpuni					ac%		120	150	move2		20	20	gethit-skill	Terror	15	3	nec		2	3	res-all		20	30																													0
Steelpillar	100	1		1		77	69	7p7	war pike			3	5000			flpuni					dmg%		210	260	swing2		25	25	reduce-ac		20	20	ac%		50	80	indestruct		1	1	crush		25	25																									0
Nightwing's Veil	100	1		1		75	67	uhm	spired helm			3	5000	cblu	cblu	flpuni					ac%		90	120	allskills		2	2	dex		10	20	abs-cold		5	9	half-freeze		1	1	extra-cold		8	15	ease		-50	-50																					0
Crown of Ages	100	1		1		86	82	urn	corona	1		3	5000	dgld	dgld	flpuni					balance2		30	30	res-all		20	30	allskills		1	1	ac		100	150	indestruct		1	1	red-dmg%		10	15	ac%		50	50	sock		1	2																	0
Andariel's Visage	100	1	1	1		85	83	usk	demonhead	1		3	5000	dred	dred	flpuni					ac%		100	150	res-pois		70	70	allskills		2	2	res-pois-max		10	10	swing2		20	20	str		25	30	gethit-skill	92	15	15	charged	278	20	3	lifesteal		8	10	res-fire		-30	-30									0
Darkfear	100			1				ulm	armet			5	5000	blac		flpuni	invhlmu																																																				0
Dragonscale	100	1		1		84	80	pae	zakarum shield			3	5000	dgrn	dgrn	flpuni					ac%		170	200	abs-fire%		10	20	res-fire-max		5	5	str		15	25	dmg-fire		211	371	oskill	Hydra	10	10	extra-fire		15	15																					0
Steel Carapice	100	1		1		74	66	uul	shadow plate			3	5000	dgry	dgry	flpuni					ac%		190	220	balance2		20	20	red-dmg		9	14	res-cold		40	60	regen-mana		10	15	rep-dur	5			gethit-skill	Iron Maiden	8	6																					0
Medusa's Gaze	100	1		1		84	76	uow	aegis			3	5000	lred	lred	flpuni	invtowu				ac%		150	180	slow		20	20	gethit-skill	Lower Resist	10	7	lifesteal		5	9	death-skill	Nova	100	44	res-cold		40	80																									0
Ravenlore	100	1		1		82	74	dre	sky spirit			3	5000	dgld	dgld	flpuni					ac%		120	150	res-all		15	25	skilltab	17	3	3	enr		20	30	pierce-fire		10	20	skill	Raven	7	7																									0
Boneshade	100	1		1		84	79	7bw	lich wand			3	5000	dgry	dgry	flpuni	invbwnu				nec		2	2	cast2		25	25	skill	Teeth	4	5	skill	Bone Armor	4	5	skill	Bone Spear	2	3	skill	Bone Spirit	1	2	skill	Bone Wall	2	3																					0
Nethercrow	100			1								3	5000	cblu	cblu	flpuni																																																					0
Flamebellow	100	1		1		79	71	7gs	balrog blade			3	5000	cred	cred	flpuni	invgisu				dmg%		170	240	dmg-fire		233	482	fireskill		3	3	abs-fire%		20	30	hit-skill	Firestorm	12	16	str		10	20	vit		5	10	oskill	Inferno	12	18																	0
Fathom	100	1	1	1		81	73	obf	dimensional shard			3	5000	lblu		flpuni					sor		3	3	extra-cold		15	30	cast2		20	20	res-fire		25	40	res-ltng		25	40																													0
Wolfhowl	100	1		1		85	79	bac	fury visor			3	5000	cred	cred	flpuni					ac%		120	150	skilltab	14	2	3	str		8	15	dex		8	15	vit		8	15	oskill	Wearwolf	3	6	charged	Summon Fenris	18	15	oskill	Shape Shifting	3	6	oskill	Feral Rage	3	6													0
Spirit Ward	100	1		1		76	68	uts	ward			3	5000	dblu	dblu	flpuni	invgtsu				ac%		130	180	abs-cold		6	11	res-all		30	40	block		20	30	block2		25	25	gethit-skill	Fade	5	8																									0
Kira's Guardian	100	1	1	1		85	77	ci2	tiara			3	5000	blac	blac	flpuni					ac		50	120	res-all		50	70	nofreeze		1	1	balance2		20	20																																	0
Ormus' Robes	100	1		1		83	75	uui	dusk shroud			3	5000	blac	blac	flpuni					ac		10	20	cast2		20	20	extra-fire		10	15	extra-cold		10	15	extra-ltng		10	15	regen-mana		10	15	skill-rand	3	36	60																					0
Gheed's Fortune	100	1	1	1		70	62	cm3	charm		1	3	5000	lgld		flpuni					mag%		20	40	gold%		80	160	cheap		10	15																																					0
Stormlash	100	1		1		86	82	7fl	scourge	1		3	5000	dgry	dgry	flpuni					dmg%		240	300	swing2		30	30	hit-skill	Static Field	15	10	hit-skill	Tornado	20	18	dmg-ltng		1	473	light-thorns		30	30	crush		33	33	abs-ltng		3	9																	0
Halaberd's Reign	100	1		1		85	77	bae	conqueror crown			3	5000			flpuni					ac%		140	170	skilltab	13	1	1	bar		2	2	balance2		20	20	regen		15	23	skill	Battle Orders	1	2	skill	Battle Command	1	2																					0
Warriv's Warder	100			1								3	5000			flpuni																																																					0
Spike Thorn	100	1		1		78	70	upk	blade barrier			5	5000	dyel	dyel	flpuni	invspku				ac%		120	150	thorns/lvl	11			dur		250	250	balance2		30	30	red-dmg%		15	20	sock		1	1																									0
Dracul's Grasp	100	1		1		84	76	uvg	vampirebone gloves			5	5000	dred	dred	flpuni					ac%		90	120	lifesteal		7	10	openwounds		25	25	hit-skill	Life Tap	5	10	heal-kill		5	10	str		10	15																									0
Frostwind	100	1		1		78	70	7ls	cryptic sword			5	5000	cblu	cblu	flpuni	invlsdu				dmg%		180	230	freeze		4	4	half-freeze		1	1	dmg-cold	150	237	486	swing2		25	25	abs-cold%		7	15	oskill	Arctic Blast	7	14																					0
Templar's Might	100	1		8		82	74	uar	sacred armor			5	5000	cgrn	cgrn	flpuni	invaaru				ac%		170	220	balance2		20	20	ac-miss		250	300	stam		40	50	str		10	15	vit		10	15	skilltab	10	1	2																					0
Eschuta's temper	100	1		1		80	72	obc	eldritch orb			5	5000	cred		flpuni					sor		1	3	cast2		40	40	extra-fire		10	20	extra-ltng		10	20	enr		20	30																													0
Firelizard's Talons	100	1		1		75	67	7lw	feral claws			5	5000			flpuni					dmg%		200	270	swing2		15	15	skilltab	20	1	3	dmg-fire		236	480	res-fire		40	70	skill	Wake of Fire Sentry	1	2	skill	Inferno Sentry	1	2																					0
Sandstorm Trek	100	1		1		72	64	uvb	scarabshell boots			5	5000			flpuni					ac%		140	170	move2		20	20	balance2		20	20	stam/lvl	8			stamdrain		50	50	res-pois		40	70	rep-dur	5			str		10	15	vit		10	15													0
Marrowwalk	100	1		1		74	66	umb	boneweave boots			5	5000	dgry		flpuni					ac%		170	200	move2		20	20	charged	Bone Prison	13	33	charged	Life Tap	10	12	regen-stam		10	10	regen-mana		10	10	half-freeze		1	1	str		10	20	dex		17	17	skill	Skeleton Mastery	1	2									0
Heaven's Light	100	1	1	1		69	61	7sc	mighty scepter			5	5000	cblu	cblu	flpuni					dmg%		250	300	swing2		20	20	reduce-ac		33	33	light		3	3	demon-heal		15	20	crush		33	33	sock		1	3	pal		2	3																	0
Merman's Speed	100															flpuni																																																					0
Arachnid Mesh	100	1		1		87	80	ulc	spiderweb sash			5	5000	blac	blac	flpuni					ac%		90	120	cast2		20	20	charged	Venom	11	3	allskills		1	1	slow		10	10	mana%		5	5																									0
Nosferatu's Coil	100	1		1		68	51	uvc	vampirefang belt			5	5000			flpuni					str		15	15	mana-kill		2	2	slow		10	10	lifesteal		5	7	swing2		10	10	light		-3	-3																									0
Metalgrid	100	1	1	2		85	81	amu	amulet			5	5000			flpuni					ac		300	350	res-all		25	35	att		400	450	charged	IronGolem	11	22	charged	Iron Maiden	20	12																													0
Verdugo's Hearty Cord	100	1		1		71	63	umc	mithril coil			5	5000	blac	blac	flpuni					ac%		90	140	vit		30	40	stam		100	120	balance2		10	10	red-dmg%		10	15	regen		10	13																									0
Sigurd's Staunch	100			1								5	5000			flpuni																																																					0
Carrion Wind	100	1		3		68	60	rin	ring			3	5000			flpuni					ac-miss		100	160	lifesteal		6	9	res-pois		55	55	gethit-skill	Poison Nova	10	10	charged	Plague Poppy	15	21	hit-skill	Twister	8	13	dmg-to-mana		10	10																					0
Giantskull	100	1		1		73	65	uh9	bone visage			3	5000	lgry	lgry	flpuni	invbhm				ac		250	320	str		25	35	crush		10	10	sock		1	2	knock		1	1																													0
Ironward	100	1		1		68	60	7ws	caduceus			3	5000	blac	blac	flpuni					dmg%		240	290	slow		25	25	att%		150	200	swing2		10	10	dmg-mag		80	240	red-dmg		4	7	dmg		40	85	skilltab	9	2	4	crush		33	33													0
Annihilus	100	1		1		110	70	cm1	charm		1	3	5000			flpuni	invmss	item_gem	12	item_gem	allskills		1	1	all-stats		10	20	res-all		10	20	addxp		5	10																																	0
Arioc's Needle	100	1		1		85	81	7sr	hyperion spear			3	5000			flpuni					dmg%		180	230	dmg-pois	250	403	403	deadly		50	50	ignore-ac		1	1	allskills		2	4	swing2		30	30																									0
Cranebeak	100	1		1		71	63	7mp	war spike			3	5000	dgry		flpuni	invmpiu				dmg%		240	300	dmg-ltng		1	305	swing2		40	40	reduce-ac		25	25	mag%		20	50	charged	Raven	15	8																									0
Nord's Tenderizer	100	1		1		76	68	7cl	truncheon			3	5000			flpuni	invclbu				dmg%		270	330	freeze		2	4	swing2		25	25	charged	Blizzard	12	16	att%		150	180	abs-cold%		5	15	dmg-cold	125	205	455																					0
Earthshifter	100	1		1		77	69	7gm	thunder maul			3	5000			flpuni					dmg%		250	300	hit-skill	Eruption	25	14	crush		33	33	swing2		10	10	charged	Volcano	30	14	skilltab	17	7	7	cast2		10	10																					0
Wraithflight	100	1	1	1		84	76	7gl	ghost glaive			3	5000	dblu	dblu	flpuni					dmg%		150	190	rep-quant	40			lifesteal		9	13	mana-kill		15	15	ethereal		1	1																													0
Bonehew	100	1		1		72	64	7o7	ogre axe			3	5000	bwht	bwht	flpuni					dmg%		270	320	swing2		30	30	charged	Corpse Explosion	30	14	hit-skill	Bone Spear	50	16	noheal		1	1	sock		2	2																									0
Ondal's Wisdom	100	1		1		74	66	6cs	elder staff			3	5000			flpuni	invcstu				cast2		45	45	enr		40	50	allskills		2	4	ac		450	550	addxp		5	5	red-mag		5	8																									0
The Reedeemer	100	1		1		80	72	7sc	mighty scepter			3	5000			flpuni					dmg%		250	300	dmg-demon		200	250	pal		2	2	ease		-60	-60	skill	Redemption	2	4	skill	Holy Bolt	2	4	light		3	3	reduce-ac		33	33	dmg		60	120													0
Headhunter's Glory	100	1		1		83	75	ush	troll nest			3	5000			flpuni	invbshu				ac		320	420	ac-miss		300	350	res-pois		30	40	sock		1	3	res-fire		20	30	heal-kill		5	7																									0
Steelrend	100	1		1		78	70	uhg	ogre gauntlets			3	5000			flpuni					ac		170	210	str		15	20	dmg%		30	60	crush		10	10																																	0
Rainbow Facet	100	1		1		85	49	jew	jewel			3	5000			flpuni					dmg-ltng		1	74	pierce-ltng		3	5	extra-ltng		3	5	death-skill	Chain Lightning	100	47																																	0
Rainbow Facet	100	1		1		85	49	jew	jewel			3	5000			flpuni					dmg-cold	3	24	38	pierce-cold		3	5	extra-cold		3	5	death-skill	Blizzard	100	37																																	0
Rainbow Facet	100	1		1		85	49	jew	jewel			3	5000			flpuni					dmg-fire		17	45	pierce-fire		3	5	extra-fire		3	5	death-skill	Meteor	100	31																																	0
Rainbow Facet	100	1		1		85	49	jew	jewel			3	5000			flpuni					dmg-pois	50	187	187	pierce-pois		3	5	extra-pois		3	5	death-skill	Poison Nova	100	51																																	0
