name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	auto prefix	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	*eol
Ohm Rune	Ohm		1	100	57	57	24	1	0	1	87500			r27	r27	r27	16	1	1	0	0	0	flprun	invrOhm			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1												1	ItemRune27		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Lo Rune	Lo		1	100	59	59	25	1	0	1	94640			r28	r28	r28	16	1	1	0	0	0	flprun	invrLo			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1												1	ItemRune28		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Sur Rune	Sur		1	100	61	61	26	1	0	1	102060			r29	r29	r29	16	1	1	0	0	0	flprun	invrSur			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1												1	ItemRune29		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ber Rune	Ber		1	100	63	63	27	1	0	1	109760			r30	r30	r30	16	1	1	0	0	0	flprun	invrBer			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1												1	ItemRune30		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Jah Rune	Jah		1	100	65	65	28	1	0	1	117740			r31q	r31q	r31q	16	1	1	0	0	0	flprun	invrJo			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1												1	ItemRune31		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cham Rune	Cham		1	100	67	67	29	1	0	1	126000			r32	r32	r32	16	1	1	0	0	0	flprun	invrCham			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1												1	ItemRune32		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Zod Rune	Zod		1	100	69	69	30	1	0	1	134540			r33	r33	r33	16	1	1	0	0	0	flprun	invrZod			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1												1	ItemRune33		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Jewel	Jewel		0	100	1	0	8	1	0	1	1000			jew	gpw	jew	16	1	1	0	0	0	flpgsw	invgswe			0	xxx			0	0	jewl		item_jewel	12	item_jewel	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Maguffin	ice		0	100	0	0	999	0	0	1	10000			ice	scr	ice	16	1	1	0	0	0	flpwps	invxyz			0	xxx			0	0	ques		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0	32	1	0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Scroll	Scroll		0	100	0	0	0	1	0	1	100			0sc	rsc	0sc	16	1	1	0	0	0	flprsc	invrsc			0	xxx			1	0	scro		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Scroll of Malah - Boost Resistances	Scroll of Malah - Boost Resistances		1	100	0	0	999	0	0	1	0			tr2	scr	tr2	16	2	2	0	0	0	flpscr	invscb			0	xxx			1	0	ques		item_scroll	10	item_scroll	1	0	5	0	0	0	0	0	0	0	32	1	0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Pandemonium Key 1	Pandemonium Key 1		0	100	0	0	1	0	0	1	99999			pk1	key	pk1	16	1	2	0	0	0	flpmph	invmph			0	xxx			0	0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Pandemonium Key 2	Pandemonium Key 2		0	100	0	0	1	0	0	1	99999			pk2	key	pk2	16	1	2	0	0	0	flpmph	invmph			0	xxx			0	0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Pandemonium Key 3	Pandemonium Key 3		0	100	0	0	1	0	0	1	99999			pk3	key	pk3	16	1	2	0	0	0	flpmph	invmph			0	xxx			0	0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Diablo's Horn	Diablo's Horn		0	100	0	0	1	0	0	1	80			dhn	fng	dhn	16	1	1	0	0	0	flpfang	invfang			0	xxx			0	0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Baal's Eye	Baal's Eye		0	109	0	0	1	0	0	1	80			bey	eyz	bey	16	1	1	0	0	0	flpeye	inveye			0	xxx			0	0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Mephisto's Brain	Mephisto's Brain		0	100	0	0	1	0	0	1	80			mbr	brz	mbr	16	1	1	0	0	0	flpbrnz	invbrnz			0	xxx			0	0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Token of Absolution	Token of Absolution		0	100	0	0	999	0	0	1	1332			toa	toa	toa	16	1	1	0	0	0	flprun	invdss			0	xxx			0	0	key		item_gem	14	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	dss_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Twisted Essence of Suffering	Twisted Essence of Suffering		0	100	0	0	1	0	0	1	10000			tes	fng	tes	16	1	1	0	0	0	flpgsb	invtes			0	xxx			0	0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1												1	ess_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Charged Essense of Hatred	Charged Essense of Hatred		0	100	0	0	1	0	0	1	10000			ceh	eyz	ceh	16	1	1	0	0	0	flpgsy	invceh			0	xxx			0	0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1												1	ess_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Burning Essence of Terror	Burning Essence of Terror		0	100	0	0	1	0	0	1	10000			bet	fng	bet	16	1	1	0	0	0	flpgsr	invbet			0	xxx			0	0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1												1	ess_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Festering Essence of Destruction	Festering Essence of Destruction		0	100	0	0	1	0	0	1	10000			fed	brz	fed	16	1	1	0	0	0	flpgsg	invfed			0	xxx			0	0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1												1	ess_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Standard	Standard		0	100	90	0	4	1	0	1	2000			std	flg	std	16	1	1	0	0	0	flpbox	invlrml			0	xxx			0	0	ques		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1												1	rad_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Arrows	Arrows		0	100	0	0	1	1	0	1	1000			aq2	aq2	aq2	16	1	3	0	0	0	flpqvr	invqvr			0	xxx			0	0	mboq		item_quiver	12	item_quiver	0	0	5	0	0	0	1	100	350	200			0	-1															0	1	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx						0
Bolts	Bolts		0	100	0	0	1	1	0	1	1000			cq2	cq2	cq2	16	1	3	0	0	0	flpqvr	invcqv			0	xxx			0	0	mxbq		item_quiver	12	item_quiver	0	0	5	0	0	0	1	60	250	150			0	-1															0	1	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx						0
Hit Power Craft	Hit Power Craft		0	100	0	0	1	1	0	1	1000			ch1	ch1	ch1	16	1	1	0	0	0	flpgsv	crfhtp			0	xxx			0	0	crft		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	inv_ch1		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Blood Craft	Blood Craft		0	100	0	0	1	1	0	1	1000			cb1	cb1	cb1	16	1	1	0	0	0	flpgsr	crfbld			0	xxx			0	0	crft		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	inv_cb1		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Caster Craft	Caster Craft		0	100	0	0	1	1	0	1	1000			cc1	cc1	cc1	16	1	1	0	0	0	flpgsb	crfcst			0	xxx			0	0	crft		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	inv_cc1		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Safety Craft	Safety Craft		0	100	0	0	1	1	0	1	1000			cs1	cs1	cs1	16	1	1	0	0	0	flpgsy	crfsft			0	xxx			0	0	crft		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	inv_cs1		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Socketer	Socketer		0	100	0	0	1	1	0	1	2500			jwo	jwo	jwo	16	1	1	0	0	0	flprun	crfsckt			0	xxx			0	0	crft		item_ring	12	item_ring	0	0	5	0	0	0	0	0	0	0			0	-1												1	sckt_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ramaladni	Ramaladni		0	100	0	0	1	1	0	1	15000			sct	sct	sct	16	1	1	0	0	0	flprun	crfrmln			0	xxx			0	0	crft		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	rmln_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Upgrader	Upgrader		0	100	0	0	1	1	0	1	5000			upg	upg	upg	16	1	1	0	0	0	flprun	crfupgd			0	xxx			0	0	crft		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	upgd_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Remover	Remover		0	100	0	0	1	1	0	1	2500			rmv	rmv	rmv	16	1	1	0	0	0	flprun	crfrmvl			0	xxx			0	0	crft		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	rmvl_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Gem Pile1	Gem Pile1		1	100	0	0	1	1	0	1	10000			gp1	gp1	gp1	16	1	1	0	0	0	flpfary1	invfary1			0	xxx			0	0	gpil		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	pil_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Gem Pile2	Gem Pile2		1	100	0	0	1	1	0	1	10000			gp2	gp2	gp2	16	1	1	0	0	0	flpfary2	invfary2			0	xxx			0	0	gpil		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	pil_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Gem Pile3	Gem Pile3		1	100	0	0	1	1	0	1	10000			gp3	gp3	gp3	16	1	1	0	0	0	flpfary1	invfary1			0	xxx			0	0	gpil		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	pil_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Gem Pile4	Gem Pile4		1	100	0	0	1	1	0	1	10000			gp4	gp4	gp4	16	1	1	0	0	0	flpfary2	invfary2			0	xxx			0	0	gpil		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	pil_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Gem Pile5	Gem Pile5		1	100	0	0	1	1	0	1	10000			gp5	gp5	gp5	16	1	1	0	0	0	flpfary1	invfary1			0	xxx			0	0	gpil		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	pil_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Gem Pile6	Gem Pile6		1	100	0	0	1	1	0	1	10000			gp6	gp6	gp6	16	1	1	0	0	0	flpfary2	invfary2			0	xxx			0	0	gpil		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	pil_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Gem Pile7	Gem Pile7		1	100	0	0	1	1	0	1	10000			gp7	gp7	gp7	16	1	1	0	0	0	flpfary1	invfary1			0	xxx			0	0	gpil		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	pil_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Gem Pile8	Gem Pile8		1	100	0	0	1	1	0	1	10000			gp8	gp8	gp8	16	1	1	0	0	0	flpfary2	invfary2			0	xxx			0	0	gpil		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	pil_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Gem Pile9	Gem Pile9		1	100	0	0	1	1	0	1	10000			gp9	gp9	gp9	16	1	1	0	0	0	flpfary1	invfary1			0	xxx			0	0	gpil		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	pil_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Gem Pile10	Gem Pile10		1	100	0	0	1	1	0	1	10000			gp10	gp10	gp10	16	1	1	0	0	0	flpfary2	invfary2			0	xxx			0	0	gpil		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	pil_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Gem Pile11	Gem Pile11		1	100	0	0	1	1	0	1	10000			gp11	gp11	gp11	16	1	1	0	0	0	flpfary1	invfary1			0	xxx			0	0	gpil		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	pil_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Gem Pile12	Gem Pile12		1	100	0	0	1	1	0	1	10000			gp12	gp12	gp12	16	1	1	0	0	0	flpfary2	invfary2			0	xxx			0	0	gpil		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	pil_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Gem Pile13	Gem Pile13		1	100	0	0	1	1	0	1	10000			gp13	gp13	gp13	16	1	1	0	0	0	flpfary1	invfary1			0	xxx			0	0	gpil		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	pil_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Gem Pile14	Gem Pile14		1	100	0	0	1	1	0	1	10000			gp14	gp14	gp14	16	1	1	0	0	0	flpfary2	invfary2			0	xxx			0	0	gpil		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	pil_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Gem Pile15	Gem Pile15		1	100	0	0	1	1	0	1	10000			gp15	gp15	gp15	16	1	1	0	0	0	flpfary1	invfary1			0	xxx			0	0	gpil		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	pil_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Random Rune	Random Rune		1	100	0	0	1	1	0	1	15000			r31	r31	r31	16	1	1	0	0	0	flprun	invrand			0	xxx			0	0	key		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	rr_dsc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Chipped Amber	Chipped Amber		1	100	0	1	8	1	0	1	1000			gco	gco	gco	16	1	1	0	0	0	flpgso	invgsoa			0	xxx			0	0	gemo	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	GemLevel1		0	0	0	gfo	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawed Amber	Flawed Amber		1	100	0	5	9	1	0	1	3000			gfo	gfo	gfo	16	1	1	0	0	0	flpgso	invgsob			0	xxx			0	0	gemo	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	GemLevel2		0	0	0	gso	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Amber	Amber		1	100	0	12	10	1	0	1	10000			gso	gso	gso	16	1	1	0	0	0	flpgso	invgsoc			0	xxx			0	0	gemo	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	GemLevel3		0	0	0	glo	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawless Amber	Flawless Amber		1	100	0	15	11	1	0	1	30000			glo	glo	glo	16	1	1	0	0	0	flpgso	invgsod			0	xxx			0	0	gemo	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	GemLevel4		0	0	0	gpo	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Perfect Amber	Perfect Amber		1	100	0	18	12	1	0	1	100000			gpo	gpo	gpo	16	1	1	0	0	0	flpgso	invgsoe			0	xxx			0	0	gemo	gem4	item_perfect_gem	12	item_perfect_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	GemLevel5		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Chipped Obsidian	Chipped Obsidian		1	100	0	1	8	1	0	1	1000			gcd	gcd	gcd	16	1	1	0	0	0	flpgsz	invgsda			0	xxx			0	0	gemj	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	GemLevel1		0	0	0	gfd	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawed Obsidian	Flawed Obsidian		1	100	0	5	9	1	0	1	3000			gfd	gfd	gfd	16	1	1	0	0	0	flpgsz	invgsdb			0	xxx			0	0	gemj	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	GemLevel2		0	0	0	gsd	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Obsidian	Obsidian		1	100	0	12	10	1	0	1	10000			gzd	gzd	gzd	16	1	1	0	0	0	flpgsz	invgsdc			0	xxx			0	0	gemj	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	GemLevel3		0	0	0	gbd	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawless Obsidian	Flawless Obsidian		1	100	0	15	11	1	0	1	30000			gbd	gbd	gbd	16	1	1	0	0	0	flpgsz	invgsdd			0	xxx			0	0	gemj	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	GemLevel4		0	0	0	gpd	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Perfect Obsidian	Perfect Obsidian		1	100	0	18	12	1	0	1	100000			gpd	gpd	gpd	16	1	1	0	0	0	flpgsz	invgsde			0	xxx			0	0	gemj	gem4	item_perfect_gem	12	item_perfect_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	GemLevel5		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Chipped Aquamarine	Chipped Aquamarine		1	100	0	1	8	1	0	1	1000			gcq	gcq	gcq	16	1	1	0	0	0	flpgsb	invgsta			0	xxx			0	0	gemq	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	GemLevel1		0	0	0	gfq	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawed Aquamarine	Flawed Aquamarine		1	100	0	5	9	1	0	1	3000			gfq	gfq	gfq	16	1	1	0	0	0	flpgsb	invgstb			0	xxx			0	0	gemq	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	GemLevel2		0	0	0	gaq	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Aquamarine	Aquamarine		1	100	0	12	10	1	0	1	10000			gaq	gaq	gaq	16	1	1	0	0	0	flpgsb	invgstc			0	xxx			0	0	gemq	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	GemLevel3		0	0	0	gxq	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawless Aquamarine	Flawless Aquamarine		1	100	0	15	11	1	0	1	30000			gxq	gxq	gxq	16	1	1	0	0	0	flpgsb	invgstd			0	xxx			0	0	gemq	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	GemLevel4		0	0	0	gpq	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Perfect Aquamarine	Perfect Aquamarine		1	100	0	18	12	1	0	1	100000			gpq	gpq	gpq	16	1	1	0	0	0	flpgsb	invgste			0	xxx			0	0	gemq	gem4	item_perfect_gem	12	item_perfect_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	GemLevel5		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
White Dye Potion	White Dye Potion		0	100	7	0	1	1	0	1	120			dy1	dy1	dy1	16	1	1	0	0	0	flppot	invdwht			0	xxx			0	0	elix		item_potion	12	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1												1	dye1_stats		0	0	0	non	0					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1			0
Red Dye Potion	Red Dye Potion		0	100	15	0	1	1	0	1	241			dy2	dy2	dy2	16	1	1	0	0	0	flppot	invdred			0	xxx			0	0	elix		item_potion	12	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1												1	dye2_stats		0	0	0	non	0					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1			0
Purple Dye Potion	Purple Dye Potion		0	100	63	0	1	1	0	1	345			dy3	dy3	dy3	16	1	1	0	0	0	flppot	invdpur			0	xxx			0	0	elix		item_potion	12	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1												1	dye3_stats		0	0	0	non	0					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1			0
Blue Dye Potion	Blue Dye Potion		0	100	23	0	1	1	0	1	2500			dy4	dy4	dy4	16	1	1	0	0	0	flppot	invdblu			0	xxx			0	0	elix		item_potion	12	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1												1	dye4_stats		0	0	0	non	0					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1			0
