Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	minHP(N)	maxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	minHP(H)	maxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
minion5	457	minion1	minion6	4	HellSpawn	minion5			Minion		xx	1													4	5		8	10	2	48	70	90	minion	minion	10	15	12	9	40	40	40	80	85	90	8	6	4	60	65	70	8	6	4	50	60	60																			1	1												1	1						1																											66	50	40	-40	-40	-33									85						100				2				50	50	50	5	250	270	101	208	80	120	200	95	125	210				310	310	100	208	80	120	200	95	125	210				350	350	100	208	80	120	200	95	125	210																																														Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
minion6	458	minion1	minion7	5	IceSpawn	minion6			Minion		xx	1													4	5		8	10	2	50	71	91	minion	minion	10	15	12	9	40	40	40	80	85	90	8	6	4	60	65	70	8	6	4	50	45	45																			1	1												1	1						1																											66	50	40	-40	-40	-33											85						100		2				50	50	50	5	255	275	101	210	81	121	200	96	126	210				315	315	100	210	81	121	200	96	126	210				355	355	100	210	81	121	200	96	126	210																																														Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
minion7	459	minion1	minion8	6	GreaterHellSpawn	minion7			Minion		xx	1													5	6		8	10	2	53	77	97	minion	minion	10	15	12	9	40	40	40	80	85	90	8	6	4	60	65	70	8	6	4	50	50	50																			1	1												1	1						1																											66	50	40	-40	-40	-33									95						104				2				50	50	50	5	290	290	101	215	82	122	200	97	127	210				330	330	100	215	82	122	200	97	127	210				370	370	100	225	82	122	200	97	127	210																																														Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
minion8	460	minion1	minion9	7	GreaterIceSpawn	minion8			Minion		xx	1													5	6		8	10	2	55	78	98	minion	minion	10	15	12	9	40	40	40	80	85	90	8	6	4	60	65	70	8	6	4	50	55	55																			1	1												1	1						1																											66	50	40	-40	-40	-33											95						104		2				50	50	50	5	300	300	101	220	83	123	200	98	128	210				340	340	100	220	83	123	200	98	128	210				380	380	100	250	83	123	200	98	128	210																																														Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
suicideminion1	461	suicideminion1	suicideminion2	0	FanaticMinion	suicideminion1			SuicideMinion		xy	1													3	4		13	13	2	44	68	88	suicideminion	suicideminion	11	12	9	6	40	40	40	12	11	10	1	1	1	99	99	99	5	5	5																						1	1												1							1																														-40	-33	-25							25	66			75		25	75			90		2				50	50	50	5	100	100	84	180	300	300								140	140	85	180	300	300								180	180	85	180	300	300																																																																				0
suicideminion2	462	suicideminion1	suicideminion3	1	BerserkSlayer	suicideminion2			SuicideMinion		xy	1													3	4		13	13	2	45	68	88	suicideminion	suicideminion	11	12	9	6	40	40	40	12	11	10	1	1	1	99	99	99	5	5	5																						1	1												1							1																														-40	-33	-25							25	66	75				25	75	90				2				50	50	50	5	110	110	84	185	325	325								150	150	85	185	325	325								190	190	85	185	325	325																																																																				0
suicideminion3	463	suicideminion1	suicideminion4	2	ConsumedIceBoar	suicideminion3			SuicideMinion		xy	1													4	4		14	14	2	46	69	89	suicideminion	suicideminion	11	12	9	6	40	40	40	12	11	10	1	1	1	99	99	99	5	5	5																						1	1												1							1																														-40	-33	-25							25	66			75		25	75			90		2				50	50	50	5	130	130	84	190	350	350								170	170	85	190	350	350								210	210	85	190	350	350																																																																				0
suicideminion4	464	suicideminion1	suicideminion5	3	ConsumedFireBoar	suicideminion4			SuicideMinion		xy	1													4	4		14	14	2	47	69	89	suicideminion	suicideminion	11	12	9	6	40	40	40	12	11	10	1	1	1	99	99	99	5	5	5																						1	1												1							1																														-40	-33	-25	25	50	50				25	66	75				25	75	90				2				50	50	50	5	140	140	84	195	375	375								180	180	85	195	375	375								220	220	85	195	375	375																																																																				0
suicideminion5	465	suicideminion1	suicideminion6	4	FrenziedHellSpawn	suicideminion5			SuicideMinion		xy	1													4	5		15	15	2	48	70	90	suicideminion	suicideminion	11	12	9	6	40	40	40	12	11	10	1	1	1	99	99	99	5	5	5																						1	1												1							1																														-40	-33	-25	25	50	66				25	66	85				25	75	100				2				50	50	50	5	150	150	84	200	400	400								190	190	85	200	400	400								230	230	85	200	400	400																																																																				0
suicideminion6	466	suicideminion1	suicideminion7	5	FrenziedIceSpawn	suicideminion6			SuicideMinion		xy	1													4	5		15	15	2	50	71	91	suicideminion	suicideminion	11	12	9	6	40	40	40	12	11	10	1	1	1	99	99	99	5	5	5																						1	1												1							1																														-40	-33	-25	25	50			66		25	66			85		25	75			100		2				50	50	50	5	160	160	84	205	425	425								200	200	85	205	425	425								240	240	85	205	425	425																																																																				0
suicideminion7	467	suicideminion1	suicideminion8	6	InsaneHellSpawn	suicideminion7			SuicideMinion		xy	1													5	6		16	16	2	53	77	97	suicideminion	suicideminion	11	12	9	6	40	40	40	12	11	10	1	1	1	99	99	99	5	5	5																						1	1												1							1																														-40	-33	-25	25	50	80				25	66	95				25	75	105				2				50	50	50	5	170	170	84	215	450	450								210	210	85	215	450	450								250	250	85	215	450	450																																																																				0
suicideminion8	468	suicideminion1		7	InsaneIceSpawn	suicideminion8			SuicideMinion		xy	1													5	6		17	17	1	55	78	98	suicideminion	suicideminion	11	12	9	6	40	40	40	12	11	10	1	1	1	99	99	99	5	5	5																						1	1												1							1																														-40	-33	-25	25	50			80		25	66			95		25	75			105		2				50	50	50	5	180	180	84	225	500	500								220	220	85	225	500	500								260	260	85	225	500	500																																																																				0
succubus1	469	succubus1	succubus2	0	Succubusexp	succubus1		DragonDemon	Succubus	DragonDemon	0B	1	1												2	3		10	10	1	46	69	89	succubus	succubus	10	15	12	9	40	40	40	90	91	93	50	25	10	50	50	50	25	25	25	8	6	4	10	8	6	4	5	6		50	80										1	1								1				1	1						1			Amplify Damage	S2	6	Weaken	S2	6	Defense Curse	S2	3	Blood Mana	S2	3	SuccubusBolt	S2	2										50	40	30	-40	-40	-33	33	33	33	75		33	33	33	50	90	25	50	33	33	66	104	50	66	2				42	42	42	5	240	260	107	200	116	156	200							300	300	115	200	280	156	200							340	340	115	200	280	156	200							A2	mag	100	50	75		100	50	75		100	50	75																														Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
succubus2	470	succubus1	succubus3	1	VileTemptress	succubus2		DragonDemon	Succubus	DragonDemon	0B	1	1												2	4		11	11	1	47	70	90	succubus	succubus	10	15	12	9	40	40	40	90	91	94	50	25	10	50	50	50	20	25	25	8	6	4	10	8	6	4	5	6		50	80										1	1								1				1	1						1			Amplify Damage	S2	7	Weaken	S2	7	Defense Curse	S2	3	Blood Mana	S2	3	SuccubusBolt	S2	2										50	40	30	-40	-40	-33	33	33	33	75		33	33	33	50	90	25	50	33	33	66	104	50	66	2				44	44	44	5	250	270	107	210	117	157	200							310	310	115	210	107	157	200							350	350	115	210	107	157	200							A2	mag	100	50	75		100	50	75		100	50	75																														Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
succubus3	471	succubus1	succubus4	2	StygianHarlot	succubus3		DragonDemon	Succubus	DragonDemon	0B	1	1												3	4		12	12	1	48	70	90	succubus	succubus	10	15	12	9	40	40	40	90	92	94	50	25	10	50	50	50	25	25	25	8	6	4	10	8	6	4	5	6		50	80										1	1								1				1	1						1			Amplify Damage	S2	8	Weaken	S2	8	Defense Curse	S2	4	Blood Mana	S2	4	SuccubusBolt	S2	3										50	40	30	-40	-40	-33	33	33	33	75		33	33	33	50	90	25	50	33	33	66	104	50	66	2				46	46	46	5	260	280	107	220	118	158	200							320	320	115	220	108	158	200							360	360	115	220	108	158	200							A2	mag	100	50	75		100	50	75		100	50	75																														Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
succubus4	472	succubus1	succubus5	3	Hell Temptress	succubus4		DragonDemon	Succubus	DragonDemon	0B	1	1												3	5		13	13	1	50	71	91	succubus	succubus	10	15	12	9	40	40	40	90	92	95	50	25	10	50	50	50	25	25	25	8	6	4	10	8	6	4	5	6		50	80										1	1								1				1	1						1			Amplify Damage	S2	9	Weaken	S2	9	Defense Curse	S2	4	Blood Mana	S2	4	SuccubusBolt	S2	3										50	40	30	-40	-40	-33	33	33	33	75		33	33	33	50	90	25	50	33	33	66	104	50	66	2				50	50	50	5	270	290	107	230	119	159	200							330	330	115	230	109	159	200							370	370	115	230	109	159	200							A2	mag	100	50	75		100	50	75		100	50	75																														Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
succubus5	473	succubus1	succubus6	4	Blood Temptress	succubus5		DragonDemon	Succubus	DragonDemon	0B	1	1												4	5		14	14	1	53	77	97	succubus	succubus	10	15	12	9	40	40	40	90	93	95	50	25	10	50	50	50	25	25	25	8	6	4	10	8	6	4	5	6		50	80										1	1								1				1	1						1			Amplify Damage	S2	10	Weaken	S2	10	Defense Curse	S2	5	Blood Mana	S2	5	SuccubusBolt	S2	4										50	40	30	-40	-40	-33	33	33	33	75		33	33	33	50	90	25	50	33	33	66	104	50	66	2				50	50	50	5	300	300	107	250	120	160	200							340	340	115	250	110	160	200							380	380	115	250	110	160	200							A2	mag	100	50	75		100	50	75		100	50	75																														Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
succubuswitch1	474	succubuswitch1	succubuswitch2	0	Dominus	succubuswitch1		DragonDemon	SuccubusWitch	DragonDemon	0C	1	1												2	3		8	8	1	47	70	90	succubus	succubus	10	15	12	9	40	40	40	90	90	90	25	25	25	10	20	30	10	10	10	90	90	90	10	8	6	80	80	80	75	75	75										1									1				1	1						1			Amplify Damage	S2	6	Weaken	S2	6	VampireMeteor	S2	10	Blood Mana	S2	6	SuccubusBolt	S2	3										50	40	30	-40	-40	-33	33	33	33	75		33	33	33	50	90	25	50	33	33	66	104	50	66	2				46	46	46	5	240	260	107	200	106	146	200							300	300	115	220	106	146	200							340	340	115	260	106	146	200							A2	mag	100	50	75		100	50	75		100	50	75																														Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
succubuswitch2	475	succubuswitch1	succubuswitch3	1	VileWitch	succubuswitch2		DragonDemon	SuccubusWitch	DragonDemon	0C	1	1												2	4		9	9	1	48	70	90	succubus	succubus	10	15	12	9	40	40	40	90	90	90	25	25	25	15	25	35	10	10	10	90	90	90	10	8	6	80	80	80	75	75	75										1									1				1	1						1			Amplify Damage	S2	7	Weaken	S2	7	VampireMeteor	S2	10	Blood Mana	S2	6	SuccubusBolt	S2	3										50	40	30	-40	-40	-33	33	33	33	75		33	33	33	50	90	25	50	33	33	66	104	50	66	2				49	49	49	5	250	270	107	210	107	147	200							310	310	115	230	107	147	200							350	350	115	270	107	147	200							A2	mag	100	50	75		100	50	75		100	50	75																														Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
succubuswitch3	476	succubuswitch1	succubuswitch4	2	StygianFury	succubuswitch3		DragonDemon	SuccubusWitch	DragonDemon	0C	1	1												3	4		10	10	1	49	71	91	succubus	succubus	10	15	12	9	40	40	40	90	90	90	25	25	25	20	30	40	10	10	10	90	90	90	10	8	6	80	80	80	75	75	75										1									1				1	1						1			Amplify Damage	S2	8	Weaken	S2	8	VampireMeteor	S2	11	Blood Mana	S2	7	SuccubusBolt	S2	4										50	40	30	-40	-40	-33	33	33	33	75		33	33	33	50	90	25	50	33	33	66	104	50	66	2				50	50	50	5	260	280	107	220	108	148	200							320	320	115	240	108	148	200							360	360	115	280	108	148	200							A2	mag	100	50	75		100	50	75		100	50	75																														Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 5 (N) Cast B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) Cast B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
succubuswitch4	477	succubuswitch1	succubuswitch5	3	Blood Witch	succubuswitch4		DragonDemon	SuccubusWitch	DragonDemon	0C	1	1												3	5		11	11	1	51	72	92	succubus	succubus	10	15	12	9	40	40	40	90	90	90	25	25	25	25	35	45	10	10	10	90	90	90	10	8	6	80	80	80	75	75	75										1									1				1	1						1			Amplify Damage	S2	9	Weaken	S2	9	VampireMeteor	S2	11	Blood Mana	S2	7	SuccubusBolt	S2	4										50	40	30	-40	-40	-33	33	33	33	75		33	33	33	50	90	25	50	33	33	66	104	50	66	2				50	50	50	5	270	290	107	230	109	149	200							330	330	115	250	109	149	200							370	370	115	290	109	149	200							A2	mag	100	50	75		100	50	75		100	50	75																														Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 5 (N) Cast B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) Cast B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
succubuswitch5	478	succubuswitch1	succubuswitch6	4	Hell Witch	succubuswitch5		DragonDemon	SuccubusWitch	DragonDemon	0C	1	1												4	5		12	12	1	55	78	98	succubus	succubus	10	15	12	9	40	40	40	90	90	90	25	25	25	30	40	50	10	10	10	90	90	90	10	8	6	80	80	80	75	75	75										1									1				1	1						1			Amplify Damage	S2	10	Weaken	S2	10	VampireMeteor	S2	12	Blood Mana	S2	8	SuccubusBolt	S2	5										50	40	30	-40	-40	-33	33	33	33	75		33	33	33	50	90	25	50	33	33	66	104	50	66	2				50	50	50	5	300	300	107	250	110	150	200							340	340	115	260	110	150	200							380	380	115	300	110	150	200							A2	mag	100	50	75		100	50	75		100	50	75																														Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 5 (N) Cast C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Cast C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
overseer1	479	overseer1	overseer2	0	OverSeer	overseer1	shenk	Demon	Overseer		os	1							minion5		1	1	4	5	1	1		13	13	1	51	76	96	shenk	shenk	10	12	9	6	40	40	40	250	250	250	50	50	50	75	75	75							100	100	100	50	55	60													1				1				1			1		1										Cry Help	S1	20	Healing Vortex	S2	20	Overseer Whip	A2	20	MonBash	seq_genericspawner	1													50	40	25				50	30	30	30	30	30	65	65	65	65	65	65	75	75	75	75	75	75	0			1	25	25	25	5	2300	2300	125	3000	250	300	400	300	300	400				3000	3000	125	3000	325	350	400	350	350	400				3000	3000	125	3000	375	400	400	400	400	400				A1	stun	15			25	20			25	25			25	A2	stun	25			25	33			25	50			25															Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
overseer2	480	overseer1	overseer3	1	Lasher	overseer2		Demon	Overseer		os	1							minion3			1	4	5	1	1		7	7	1	45	72	92	overseer	overseer	10	14	11	8	40	40	40	250	250	250	50	50	50	75	75	75	16	16	16	6	6	6	100	100	100	50	55	60													1								1					1										Cry Help	S1	1	Healing Vortex	S2	1	Overseer Whip	A2	1	MonBash	seq_genericspawner	1													50	40	30	-25	-20	-10	33	50	50	50	50	50	40	66	75	75	75	50	50	75	90	90	90	90	3				44	44	44	25	600	600	125	300	175	225	400	250	250	400				700	700	125	350	175	225	400	250	250	400				800	800	125	400	175	225	400	250	250	400																																														Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
overseer3	481	overseer1	overseer4	2	OverLord	overseer3		Demon	Overseer		os	1							minion6			1	4	5	1	1		8	8	1	59	75	95	overseer	overseer	10	14	11	8	40	40	40	250	250	250	50	50	50	75	75	75	16	16	16	6	6	6	100	100	100	50	55	60													1								1					1										Cry Help	S1	1	Healing Vortex	S2	1	Overseer Whip	A2	1	MonBash	seq_genericspawner	1													50	40	30	-25	-20	-10	33	50	50	50	50	50	40	66	75	75	75	50	50	75	90	90	90	90	3				47	47	47	25	200	235	125	300	180	230	400	260	260	400				750	750	125	350	180	230	400	260	260	400				850	850	125	400	180	230	400	260	260	400																																														Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
overseer4	482	overseer1	overseer5	3	BloodBoss	overseer4		Demon	Overseer		os	1							minion7			1	4	5	1	1		9	9	1	53	77	97	overseer	overseer	10	14	11	8	40	40	40	250	250	250	50	50	50	75	75	75	16	16	16	6	6	6	100	100	100	55	60	66													1								1					1										Cry Help	S1	1	Healing Vortex	S2	1	Overseer Whip	A2	1	MonBash	seq_genericspawner	1													50	40	30	-25	-20	-10	33	50	50	50	50	50	40	66	75	75	75	50	50	75	90	90	90	90	3				48	48	48	25	700	700	125	300	185	235	400	270	270	400				800	800	125	350	185	235	400	270	270	400				900	900	125	400	185	235	400	270	270	400																																														Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
overseer5	483	overseer1	overseer6	4	HellWhip	overseer5		Demon	Overseer		os	1							minion8			1	4	5	1	1		10	10	1	55	78	98	overseer	overseer	10	14	11	8	40	40	40	250	250	250	50	50	50	75	75	75	16	16	16	6	6	6	100	100	100	55	60	66													1								1					1										Cry Help	S1	1	Healing Vortex	S2	1	Overseer Whip	A2	1	MonBash	seq_genericspawner	1													50	40	30	-25	-20	-10	33	50	50	50	50	50	40	66	75	75	75	50	50	75	90	90	90	90	3				50	50	50	25	800	800	125	300	190	240	400	280	280	400				900	900	125	350	190	240	400	280	280	400				1000	1000	125	400	190	240	400	280	280	400																																														Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
minionspawner1	484	minionspawner1	minionspawner2	0	MinionSpawner	minionspawner1			MinionSpawner		xa	1			minion1	0	3	NU							1	1		0	0	1	14	58	78			11	15	15	15	40	40	40	100	100	100	25	25	25	100	100	100	20	22	25	25	25	25																																1										MinionSpawner	A1	1																									-50	-40	-33																							15	15	15	5	151	201	84	93										201	201	75	100										201	201	75	100																																																				Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
minionspawner2	485	minionspawner1	minionspawner3	1	MinionSlayerSpawner	minionspawner2			MinionSpawner		xa	1			minion2	0	3	NU							1	1		0	0	1	14	59	79			11	15	15	15	40	40	40	100	100	100	25	25	25	100	100	100	20	22	25	25	25	25																																1										MinionSpawner	A1	1																									-50	-40	-33																							15	15	15	5	151	201	84	93										201	201	75	100										201	201	75	100																																																				Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
minionspawner3	486	minionspawner1	minionspawner4	2	MinionIce/fireBoarSpawner	minionspawner3			MinionSpawner		xa	1			minion3	0	3	NU							1	1		0	0	1	14	60	80			11	15	15	15	40	40	40	100	100	100	25	25	25	100	100	100	20	22	25	25	25	25																																1										MinionSpawner	A1	1																									-50	-40	-33																							15	15	15	5	151	201	84	93										201	201	75	100										201	201	75	100																																																				Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
minionspawner4	487	minionspawner1	minionspawner5	3	MinionIce/fireBoarSpawner	minionspawner4			MinionSpawner		xa	1			minion4	0	3	NU							1	1		0	0	1	14	61	81			11	15	15	15	40	40	40	100	100	100	25	25	25	100	100	100	20	22	25	25	25	25																																1										MinionSpawner	A1	1																									-50	-40	-33																							15	15	15	5	151	201	84	93										201	201	75	100										201	201	75	100																																																				Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
minionspawner5	488	minionspawner1	minionspawner6	4	Minionice/hellSpawnSpawner	minionspawner5			MinionSpawner		xa	1			minion5	0	3	NU							1	1		0	0	1	14	62	82			11	15	15	15	40	40	40	100	100	100	25	25	25	100	100	100	20	22	25	25	25	25																																1										MinionSpawner	A1	1																									-50	-40	-33																							15	15	15	5	151	201	84	93										201	201	75	100										201	201	75	100																																																				Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
minionspawner6	489	minionspawner1	minionspawner7	5	MinionIce/fireBoarSpawner	minionspawner6			MinionSpawner		xa	1			minion6	0	3	NU							1	1		0	0	1	14	64	84			11	15	15	15	40	40	40	100	100	100	25	25	25	100	100	100	20	22	25	25	25	25																																1										MinionSpawner	A1	1																									-50	-40	-33																							15	15	15	5	151	201	84	93										201	201	75	100										201	201	75	100																																																				Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
minionspawner7	490	minionspawner1	minionspawner8	6	MinionIce/fireBoarSpawner	minionspawner7			MinionSpawner		xa	1			minion7	0	3	NU							1	1		0	0	1	14	65	85			11	15	15	15	40	40	40	100	100	100	25	25	25	100	100	100	20	22	25	25	25	25																																1										MinionSpawner	A1	1																									-50	-40	-33																							15	15	15	5	151	201	84	93										201	201	75	100										201	201	75	100																																																				Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
